task_id,scenario,seed,model,proposal_state,proposal_choice,protected_oracle_choice,presented_order,max_weighted_loss,actual_proposal_protected_loss,actual_proposal_violation,response_valid,format_normalized,reported_proposal_choice,reported_proposal_protected_loss,reported_threshold,reported_proposal_violation,recommended_policy_id,reported_recommended_protected_loss,certificate_fields_valid,valid_repair_certificate,error
objective-polarized-95003,polarized,95003,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_100"", ""p_neg_050"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150"", ""p_000""]",0.755811,0.088279,False,True,True,p_neg_100,0.088279,0.755811,False,p_neg_100,0.088279,True,False,
objective-polarized-95004,polarized,95004,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_pos_050,p_pos_050,"[""p_000"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.751209,0.501611,False,True,True,p_pos_050,0.501611,0.751209,False,p_pos_100,0.040168,True,False,
objective-polarized-95004,polarized,95004,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_000"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.751209,2.000403,True,True,True,p_neg_100,2.000403,0.751209,True,p_pos_100,0.040168,True,True,
objective-polarized-95004,polarized,95004,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_000"", ""p_pos_050"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.751209,0.040168,False,True,True,p_pos_100,0.040168,0.751209,False,p_pos_100,0.040168,True,False,
objective-polarized-95005,polarized,95005,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_neg_050,p_neg_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.750144,0.500191,False,True,True,p_neg_050,0.500191,0.750144,False,p_neg_100,0.013823,True,False,
objective-polarized-95005,polarized,95005,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.750144,2.000048,True,True,True,p_pos_100,2.000048,0.750144,True,p_neg_100,0.013823,True,True,
objective-polarized-95005,polarized,95005,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100"", ""p_pos_150""]",0.750144,0.013823,False,True,True,p_neg_100,0.013823,0.750144,False,p_neg_100,0.013823,True,False,
objective-polarized-95006,polarized,95006,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100""]",0.75042,0.500559,False,True,True,p_pos_050,0.500559,0.75042,False,p_pos_100,0.023659,True,False,
objective-polarized-95006,polarized,95006,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100""]",0.75042,2.00014,True,True,True,p_neg_100,2.00014,0.75042,True,p_pos_100,0.023659,True,True,
objective-polarized-95006,polarized,95006,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_neg_100""]",0.75042,0.023659,False,True,True,p_pos_100,0.023659,0.75042,False,p_pos_100,0.023659,True,False,
objective-polarized-95007,polarized,95007,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_100"", ""p_000"", ""p_pos_050"", ""p_neg_050"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100""]",0.752736,0.503645,False,True,True,p_neg_050,0.503645,0.752736,False,p_neg_100,0.06048,True,False,
objective-polarized-95007,polarized,95007,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_neg_100"", ""p_000"", ""p_pos_050"", ""p_neg_050"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100""]",0.752736,2.000914,True,True,True,p_pos_100,2.000914,0.752736,True,p_neg_100,0.06048,True,True,
objective-polarized-95007,polarized,95007,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_100"", ""p_000"", ""p_pos_050"", ""p_neg_050"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100""]",0.752736,0.06048,False,True,True,p_neg_100,0.06048,0.752736,False,p_neg_100,0.06048,True,False,
objective-polarized-95008,polarized,95008,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_neg_050""]",0.755406,0.507196,False,True,True,p_pos_050,0.507196,0.755406,False,p_pos_100,0.085133,True,False,
objective-polarized-95008,polarized,95008,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_neg_050""]",0.755406,2.001811,True,True,True,p_neg_100,2.001811,0.755406,True,p_pos_100,0.085133,True,True,
objective-polarized-95008,polarized,95008,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_neg_150"", ""p_neg_100"", ""p_neg_050""]",0.755406,0.085133,False,True,True,p_pos_100,0.085133,0.755406,False,p_pos_100,0.085133,True,False,
objective-polarized-95009,polarized,95009,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_100"", ""p_neg_100"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_150""]",0.750756,0.501008,False,True,True,p_neg_050,0.501008,0.750756,False,p_neg_100,0.031769,True,False,
objective-polarized-95009,polarized,95009,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_pos_100"", ""p_neg_100"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_150""]",0.750756,2.000252,True,True,True,p_pos_100,2.000252,0.750756,True,p_neg_100,0.031769,True,True,
objective-polarized-95009,polarized,95009,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_100"", ""p_neg_100"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000"", ""p_pos_150""]",0.750756,0.031769,False,True,True,p_neg_100,0.031769,0.750756,False,p_neg_100,0.031769,True,False,
objective-polarized-95010,polarized,95010,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_pos_050,p_pos_050,"[""p_neg_100"", ""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_neg_050"", ""p_pos_100""]",0.750013,0.500017,False,True,True,p_pos_050,0.500017,0.750013,False,p_pos_100,0.004157,True,False,
objective-polarized-95010,polarized,95010,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_neg_100"", ""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_neg_050"", ""p_pos_100""]",0.750013,2.000004,True,True,True,p_neg_100,2.000004,0.750013,True,p_pos_100,0.004157,True,True,
objective-polarized-95010,polarized,95010,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_neg_100"", ""p_pos_150"", ""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_neg_050"", ""p_pos_100""]",0.750013,0.004157,False,True,True,p_pos_100,0.004157,0.750013,False,p_pos_100,0.004157,True,False,
objective-polarized-95011,polarized,95011,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_neg_050,p_neg_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100""]",0.752788,0.503714,False,True,True,p_neg_050,0.503714,0.752788,False,p_neg_100,0.061058,True,False,
objective-polarized-95011,polarized,95011,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100""]",0.752788,2.000932,True,True,True,p_pos_100,2.000932,0.752788,True,p_neg_100,0.061058,True,True,
objective-polarized-95011,polarized,95011,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_000"", ""p_neg_150"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_neg_050"", ""p_neg_100""]",0.752788,0.061058,False,True,True,p_neg_100,0.061058,0.752788,False,p_neg_100,0.061058,True,False,
objective-polarized-95012,polarized,95012,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_pos_050,p_pos_050,"[""p_000"", ""p_pos_050"", ""p_neg_100"", ""p_pos_150"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050""]",0.752513,0.503347,False,True,True,p_pos_050,0.503347,0.752513,False,p_pos_100,0.057952,True,False,
objective-polarized-95012,polarized,95012,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_000"", ""p_pos_050"", ""p_neg_100"", ""p_pos_150"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050""]",0.752513,2.000839,True,True,True,p_neg_100,2.000839,0.752513,True,p_pos_100,0.057952,True,True,
objective-polarized-95012,polarized,95012,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_000"", ""p_pos_050"", ""p_neg_100"", ""p_pos_150"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050""]",0.752513,0.057952,False,True,True,p_pos_100,0.057952,0.752513,False,p_pos_100,0.057952,True,False,
objective-polarized-95013,polarized,95013,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_150"", ""p_000"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100""]",0.753151,0.504197,False,True,True,p_neg_050,0.504197,0.753151,False,p_neg_100,0.064919,True,False,
objective-polarized-95013,polarized,95013,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_pos_150"", ""p_000"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100""]",0.753151,2.001053,True,True,True,p_pos_100,2.001053,0.753151,True,p_neg_100,0.064919,True,True,
objective-polarized-95013,polarized,95013,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_150"", ""p_000"", ""p_neg_050"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_pos_100""]",0.753151,0.064919,False,True,True,p_neg_100,0.064919,0.753151,False,p_neg_100,0.064919,True,False,
objective-polarized-95014,polarized,95014,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050"", ""p_000"", ""p_neg_150""]",0.751325,0.501766,False,True,True,p_pos_050,0.501766,0.751325,False,p_pos_100,0.042064,True,False,
objective-polarized-95014,polarized,95014,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_pos_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050"", ""p_000"", ""p_neg_150""]",0.751325,2.000442,True,True,True,p_neg_100,2.000442,0.751325,True,p_pos_100,0.042064,True,True,
objective-polarized-95014,polarized,95014,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050"", ""p_000"", ""p_neg_150""]",0.751325,0.042064,False,True,True,p_pos_100,0.042064,0.751325,False,p_pos_100,0.042064,True,False,
objective-polarized-95015,polarized,95015,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_100"", ""p_000"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_050""]",0.75009,0.500121,False,True,True,p_neg_050,0.500121,0.75009,False,p_neg_100,0.010987,True,False,
objective-polarized-95015,polarized,95015,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_pos_100"", ""p_000"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_050""]",0.75009,2.00003,True,True,True,p_pos_100,2.00003,0.75009,True,p_neg_100,0.010987,True,True,
objective-polarized-95015,polarized,95015,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_100"", ""p_000"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_pos_150"", ""p_neg_050""]",0.75009,0.010987,False,True,True,p_neg_100,0.010987,0.75009,False,p_neg_100,0.010987,True,False,
objective-polarized-95016,polarized,95016,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_pos_050,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_000"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050""]",0.756147,0.50818,False,True,True,p_pos_050,0.50818,0.756147,False,p_pos_100,0.090812,True,False,
objective-polarized-95016,polarized,95016,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_000"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050""]",0.756147,2.002061,True,True,True,p_neg_100,2.002061,0.756147,True,p_pos_100,0.090812,True,True,
objective-polarized-95016,polarized,95016,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_neg_150"", ""p_pos_050"", ""p_pos_100"", ""p_000"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050""]",0.756147,0.090812,False,True,True,p_pos_100,0.090812,0.756147,False,p_pos_100,0.090812,True,False,
objective-polarized-95017,polarized,95017,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_neg_050,p_neg_050,"[""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050""]",0.75209,0.502785,False,True,True,p_neg_050,0.502785,0.75209,False,p_neg_100,0.052851,True,False,
objective-polarized-95017,polarized,95017,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050""]",0.75209,2.000698,True,True,True,p_pos_100,2.000698,0.75209,True,p_neg_100,0.052851,True,True,
objective-polarized-95017,polarized,95017,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_pos_150"", ""p_neg_150"", ""p_pos_100"", ""p_pos_050""]",0.75209,0.052851,False,True,True,p_neg_100,0.052851,0.75209,False,p_neg_100,0.052851,True,False,
objective-polarized-95018,polarized,95018,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_000"", ""p_neg_050"", ""p_pos_150""]",0.750808,0.501077,False,True,True,p_pos_050,0.501077,0.750808,True,p_pos_100,0.032833,False,False,
objective-polarized-95018,polarized,95018,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_000"", ""p_neg_050"", ""p_pos_150""]",0.750808,2.000269,True,True,True,p_neg_100,2.000269,0.750808,True,p_pos_100,0.032833,True,True,
objective-polarized-95018,polarized,95018,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_050"", ""p_neg_150"", ""p_000"", ""p_neg_050"", ""p_pos_150""]",0.750808,0.032833,False,True,True,p_pos_100,0.032833,0.750808,False,p_pos_100,0.032833,True,False,
objective-polarized-95019,polarized,95019,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100""]",0.752926,0.503898,False,True,True,p_neg_050,0.503898,0.752926,False,p_neg_100,0.062557,True,False,
objective-polarized-95019,polarized,95019,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100""]",0.752926,2.000978,True,True,True,p_pos_100,2.000978,0.752926,True,p_neg_100,0.062557,True,True,
objective-polarized-95019,polarized,95019,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_000"", ""p_neg_150"", ""p_neg_050"", ""p_neg_100""]",0.752926,0.062557,False,True,True,p_neg_100,0.062557,0.752926,False,p_neg_100,0.062557,True,False,
objective-polarized-95020,polarized,95020,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_pos_050,p_pos_050,"[""p_pos_050"", ""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_neg_150""]",0.751476,0.501968,False,True,True,p_pos_050,0.501968,0.751476,False,p_pos_100,0.044404,True,False,
objective-polarized-95020,polarized,95020,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_pos_050"", ""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_neg_150""]",0.751476,2.000493,True,True,True,p_neg_100,2.000493,0.751476,True,p_pos_100,0.044404,True,True,
objective-polarized-95020,polarized,95020,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_pos_050"", ""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_neg_100"", ""p_000"", ""p_neg_150""]",0.751476,0.044404,False,True,True,p_pos_100,0.044404,0.751476,False,p_pos_100,0.044404,True,False,
objective-polarized-95021,polarized,95021,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000""]",0.750017,0.500023,False,True,True,p_neg_050,0.500023,0.750017,False,p_neg_100,0.004765,True,False,
objective-polarized-95021,polarized,95021,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000""]",0.750017,2.000006,True,True,True,p_pos_100,2.000006,0.750017,True,p_neg_100,0.004765,True,True,
objective-polarized-95021,polarized,95021,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_neg_100,p_neg_050,"[""p_pos_100"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050"", ""p_neg_150"", ""p_pos_050"", ""p_000""]",0.750017,0.004765,False,True,True,p_neg_100,0.004765,0.750017,False,p_neg_100,0.004765,True,False,
objective-polarized-95022,polarized,95022,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_pos_050,p_pos_050,"[""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_pos_100"", ""p_neg_050""]",0.750984,0.501311,False,True,True,p_pos_050,0.501311,0.750984,False,p_pos_100,0.036228,True,False,
objective-polarized-95022,polarized,95022,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_neg_100,p_pos_050,"[""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_pos_100"", ""p_neg_050""]",0.750984,2.000328,True,True,True,p_neg_100,2.000328,0.750984,True,p_pos_100,0.036228,True,True,
objective-polarized-95022,polarized,95022,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,p_pos_100,p_pos_050,"[""p_000"", ""p_neg_150"", ""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_pos_100"", ""p_neg_050""]",0.750984,0.036228,False,True,True,p_pos_100,0.036228,0.750984,False,p_pos_100,0.036228,True,False,
objective-polarized-95023,polarized,95023,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,p_neg_050,p_neg_050,"[""p_pos_100"", ""p_pos_150"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_050""]",0.750003,0.500003,False,True,True,p_neg_050,0.500003,0.750003,False,p_neg_050,0.500003,True,False,
objective-polarized-95023,polarized,95023,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,p_pos_100,p_neg_050,"[""p_pos_100"", ""p_pos_150"", ""p_neg_150"", ""p_neg_100"", ""p_pos_050"", ""p_000"", ""p_neg_050""]",0.750003,2.000001,True,True,True,p_pos_100,2.000001,0.750003,True,p_neg_100,0.001821,True,True,
