task_id,scenario,seed,model,proposal_state,proposal_choice,protected_oracle_choice,presented_order,max_weighted_loss,actual_proposal_protected_loss,actual_proposal_violation,response_valid,format_normalized,reported_proposal_choice,reported_proposal_protected_loss,reported_threshold,reported_proposal_violation,recommended_policy_id,reported_recommended_protected_loss,certificate_fields_valid,valid_repair_certificate,error
objective-polarized-90006,polarized,90006,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_neg_100"", ""p_000"", ""p_pos_100"", ""p_neg_050"", ""p_neg_150"", ""p_pos_150"", ""p_pos_050""]",0.265053,0.029251,False,True,False,p_pos_100,0.029251,0.265053,False,p_pos_100,0.029251,True,False,
objective-polarized-90006,polarized,90006,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_neg_100"", ""p_000"", ""p_pos_100"", ""p_neg_050"", ""p_neg_150"", ""p_pos_150"", ""p_pos_050""]",0.265053,2.000214,True,True,False,p_neg_100,2.000214,0.265053,True,p_pos_100,0.029251,True,True,
objective-polarized-90007,polarized,90007,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_neg_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_150""]",0.301794,0.094699,False,True,False,p_neg_100,0.094699,0.301794,False,p_neg_100,0.094699,True,False,
objective-polarized-90007,polarized,90007,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_pos_050"", ""p_000"", ""p_pos_100"", ""p_neg_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_150""]",0.301794,2.002241,True,True,False,p_pos_100,2.002241,0.301794,True,p_neg_100,0.094699,True,True,
objective-polarized-90008,polarized,90008,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_pos_150"", ""p_pos_050"", ""p_pos_100"", ""p_000"", ""p_neg_100"", ""p_neg_050"", ""p_neg_150""]",0.254556,0.00903,False,True,False,p_pos_100,0.00903,0.254556,False,p_neg_100,2.00002,True,False,
objective-polarized-90008,polarized,90008,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_pos_150"", ""p_pos_050"", ""p_pos_100"", ""p_000"", ""p_neg_100"", ""p_neg_050"", ""p_neg_150""]",0.254556,2.00002,True,True,False,p_neg_100,2.00002,0.254556,True,p_pos_100,0.00903,True,True,
objective-polarized-90009,polarized,90009,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_neg_100"", ""p_pos_150"", ""p_pos_050"", ""p_neg_050"", ""p_pos_100"", ""p_000"", ""p_neg_150""]",0.261382,0.022267,False,True,False,p_neg_100,0.022267,0.261382,False,p_neg_100,0.022267,True,False,
objective-polarized-90009,polarized,90009,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_neg_100"", ""p_pos_150"", ""p_pos_050"", ""p_neg_050"", ""p_pos_100"", ""p_000"", ""p_neg_150""]",0.261382,2.000124,True,True,False,p_pos_100,2.000124,0.261382,True,p_neg_100,0.022267,True,True,
objective-polarized-90010,polarized,90010,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_neg_050"", ""p_neg_100"", ""p_neg_150"", ""p_000"", ""p_pos_150"", ""p_pos_050"", ""p_pos_100""]",0.260344,0.020276,False,True,False,p_pos_100,0.020276,0.260344,False,p_pos_100,0.020276,True,False,
objective-polarized-90010,polarized,90010,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_neg_050"", ""p_neg_100"", ""p_neg_150"", ""p_000"", ""p_pos_150"", ""p_pos_050"", ""p_pos_100""]",0.260344,2.000103,True,True,False,p_neg_100,2.000103,0.260344,True,p_pos_100,0.020276,True,True,
objective-polarized-90011,polarized,90011,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_neg_100"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_000"", ""p_pos_150"", ""p_neg_150""]",0.297339,0.08714,False,True,False,p_neg_100,0.08714,0.297339,False,p_neg_100,0.08714,True,False,
objective-polarized-90011,polarized,90011,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_neg_100"", ""p_neg_050"", ""p_pos_050"", ""p_pos_100"", ""p_000"", ""p_pos_150"", ""p_neg_150""]",0.297339,2.001897,True,True,False,p_pos_100,2.001897,0.297339,True,p_neg_100,0.08714,True,True,
objective-polarized-90012,polarized,90012,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_pos_050"", ""p_neg_100"", ""p_neg_150"", ""p_pos_100""]",0.278003,0.053186,False,True,False,p_pos_100,0.053186,0.278003,False,p_pos_100,0.053186,True,False,
objective-polarized-90012,polarized,90012,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_pos_050"", ""p_neg_100"", ""p_neg_150"", ""p_pos_100""]",0.278003,2.000707,True,True,False,p_neg_100,2.000707,0.278003,True,p_pos_100,0.053186,True,True,
objective-polarized-90013,polarized,90013,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_pos_050"", ""p_pos_150"", ""p_neg_150"", ""p_neg_100"", ""p_pos_100"", ""p_000"", ""p_neg_050""]",0.275481,0.048604,False,True,False,p_neg_100,0.048604,0.275481,False,p_neg_100,0.048604,True,False,
objective-polarized-90013,polarized,90013,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_pos_050"", ""p_pos_150"", ""p_neg_150"", ""p_neg_100"", ""p_pos_100"", ""p_000"", ""p_neg_050""]",0.275481,2.00059,True,True,False,p_pos_100,2.00059,0.275481,True,p_neg_100,0.048604,True,True,
objective-polarized-90014,polarized,90014,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_pos_050"", ""p_neg_050"", ""p_neg_100"", ""p_neg_150"", ""p_000"", ""p_pos_150"", ""p_pos_100""]",0.2641,0.027447,False,True,False,p_pos_100,0.027447,0.2641,False,p_pos_100,0.027447,True,False,
objective-polarized-90014,polarized,90014,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_pos_050"", ""p_neg_050"", ""p_neg_100"", ""p_neg_150"", ""p_000"", ""p_pos_150"", ""p_pos_100""]",0.2641,2.000188,True,True,False,p_neg_100,2.000188,0.2641,True,p_pos_100,0.027447,True,True,
objective-polarized-90015,polarized,90015,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_pos_100"", ""p_pos_050"", ""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_pos_150"", ""p_neg_150""]",0.290872,0.076001,False,True,False,p_neg_100,0.076001,0.290872,False,p_neg_100,0.076001,True,False,
objective-polarized-90015,polarized,90015,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_pos_100"", ""p_pos_050"", ""p_neg_100"", ""p_000"", ""p_neg_050"", ""p_pos_150"", ""p_neg_150""]",0.290872,2.001444,True,True,False,p_pos_100,2.001444,0.290872,True,p_neg_150,0.505743,True,False,
objective-polarized-90016,polarized,90016,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_neg_100"", ""p_pos_150"", ""p_000"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_050""]",0.269358,0.037324,False,True,False,p_pos_100,0.037324,0.269358,False,p_pos_100,0.037324,True,False,
objective-polarized-90016,polarized,90016,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_neg_100"", ""p_pos_150"", ""p_000"", ""p_pos_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_050""]",0.269358,2.000348,True,True,False,p_neg_100,2.000348,0.269358,True,p_pos_100,0.037324,True,True,
objective-polarized-90017,polarized,90017,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_neg_100"", ""p_pos_100"", ""p_000"", ""p_neg_050"", ""p_pos_050"", ""p_pos_150"", ""p_neg_150""]",0.292965,0.079629,False,True,False,p_neg_100,0.079629,0.292965,False,p_neg_100,0.079629,True,False,
objective-polarized-90017,polarized,90017,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_neg_100"", ""p_pos_100"", ""p_000"", ""p_neg_050"", ""p_pos_050"", ""p_pos_150"", ""p_neg_150""]",0.292965,2.001585,True,True,False,p_pos_100,2.001585,0.292965,True,p_neg_100,0.079629,True,True,
objective-polarized-90018,polarized,90018,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_neg_050"", ""p_neg_150"", ""p_neg_100"", ""p_pos_150"", ""p_pos_100"", ""p_000"", ""p_pos_050""]",0.277275,0.051867,False,True,False,p_pos_100,0.051867,0.277275,False,p_pos_100,0.051867,True,False,
objective-polarized-90018,polarized,90018,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_neg_050"", ""p_neg_150"", ""p_neg_100"", ""p_pos_150"", ""p_pos_100"", ""p_000"", ""p_pos_050""]",0.277275,2.000672,True,True,False,p_neg_100,2.000672,0.277275,True,p_pos_100,0.051867,True,True,
objective-polarized-90019,polarized,90019,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_pos_050"", ""p_pos_100"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050"", ""p_neg_150"", ""p_000""]",0.274038,0.045967,False,True,False,p_neg_100,0.045967,0.274038,False,p_neg_100,0.045967,True,False,
objective-polarized-90019,polarized,90019,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_pos_050"", ""p_pos_100"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050"", ""p_neg_150"", ""p_000""]",0.274038,2.000528,True,True,False,p_pos_100,2.000528,0.274038,True,p_neg_100,0.045967,True,True,
objective-polarized-90020,polarized,90020,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050"", ""p_pos_100"", ""p_neg_150"", ""p_000""]",0.279729,0.056298,False,True,False,p_pos_100,0.056298,0.279729,False,p_pos_100,0.056298,True,False,
objective-polarized-90020,polarized,90020,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_pos_050"", ""p_pos_150"", ""p_neg_100"", ""p_neg_050"", ""p_pos_100"", ""p_neg_150"", ""p_000""]",0.279729,2.000792,True,True,False,p_neg_100,2.000792,0.279729,True,p_pos_100,0.056298,True,True,
objective-polarized-90021,polarized,90021,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_neg_050"", ""p_000"", ""p_pos_050"", ""p_neg_150"", ""p_pos_150"", ""p_neg_100"", ""p_pos_100""]",0.284687,0.065148,False,True,False,p_neg_100,0.065148,0.284687,False,p_neg_100,0.065148,True,False,
objective-polarized-90021,polarized,90021,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_neg_050"", ""p_000"", ""p_pos_050"", ""p_neg_150"", ""p_pos_150"", ""p_neg_100"", ""p_pos_100""]",0.284687,2.001061,True,True,False,p_pos_100,2.001061,0.284687,True,p_neg_100,0.065148,True,True,
objective-polarized-90022,polarized,90022,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_neg_150"", ""p_000"", ""p_neg_100"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_neg_050""]",0.269992,0.038504,False,True,False,p_pos_100,0.038504,0.269992,False,p_pos_100,0.038504,True,False,
objective-polarized-90022,polarized,90022,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_neg_150"", ""p_000"", ""p_neg_100"", ""p_pos_100"", ""p_pos_150"", ""p_pos_050"", ""p_neg_050""]",0.269992,2.000371,True,True,False,p_neg_100,2.000371,0.269992,True,p_pos_100,0.038504,True,True,
objective-polarized-90023,polarized,90023,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_000"", ""p_neg_100"", ""p_neg_050"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150""]",0.27529,0.048257,False,True,False,p_neg_100,0.048257,0.27529,False,p_neg_100,0.048257,True,False,
objective-polarized-90023,polarized,90023,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_000"", ""p_neg_100"", ""p_neg_050"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150""]",0.27529,2.000582,True,True,False,p_pos_100,2.000582,0.27529,True,p_neg_100,0.048257,True,True,
objective-polarized-90024,polarized,90024,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_pos_050"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_pos_100"", ""p_neg_100"", ""p_neg_150""]",0.264608,0.02841,False,True,False,p_pos_100,0.02841,0.264608,False,p_pos_100,0.02841,True,False,
objective-polarized-90024,polarized,90024,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_pos_050"", ""p_neg_050"", ""p_pos_150"", ""p_000"", ""p_pos_100"", ""p_neg_100"", ""p_neg_150""]",0.264608,2.000202,True,True,False,p_neg_100,2.000202,0.264608,True,p_pos_100,0.02841,True,True,
objective-polarized-90025,polarized,90025,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_neg_150"", ""p_neg_100"", ""p_neg_050"", ""p_pos_050"", ""p_000"", ""p_pos_150"", ""p_pos_100""]",0.275948,0.049455,False,True,False,p_neg_100,0.049455,0.275948,False,p_neg_100,0.049455,True,False,
objective-polarized-90025,polarized,90025,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_neg_150"", ""p_neg_100"", ""p_neg_050"", ""p_pos_050"", ""p_000"", ""p_pos_150"", ""p_pos_100""]",0.275948,2.000611,True,True,False,p_pos_100,2.000611,0.275948,True,p_neg_100,0.049455,True,True,
objective-polarized-90026,polarized,90026,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_000"", ""p_pos_050"", ""p_neg_150"", ""p_neg_100"", ""p_pos_100"", ""p_neg_050"", ""p_pos_150""]",0.274618,0.047029,False,True,False,p_pos_100,0.047029,0.274618,False,p_pos_100,0.047029,True,False,
objective-polarized-90026,polarized,90026,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_000"", ""p_pos_050"", ""p_neg_150"", ""p_neg_100"", ""p_pos_100"", ""p_neg_050"", ""p_pos_150""]",0.274618,2.000553,True,True,False,p_neg_100,2.000553,0.274618,True,p_pos_100,0.047029,True,True,
objective-polarized-90027,polarized,90027,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_neg_150"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_050"", ""p_000"", ""p_neg_100""]",0.304434,0.099134,False,True,False,p_neg_100,0.099134,0.304434,False,p_neg_100,0.099134,True,False,
objective-polarized-90027,polarized,90027,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_neg_150"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050"", ""p_neg_050"", ""p_000"", ""p_neg_100""]",0.304434,2.002455,True,True,False,p_pos_100,2.002455,0.304434,True,p_neg_100,0.099134,True,True,
objective-polarized-90028,polarized,90028,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_pos_100"", ""p_000"", ""p_pos_150"", ""p_neg_050"", ""p_neg_100"", ""p_neg_150"", ""p_pos_050""]",0.260439,0.020461,False,True,False,p_pos_100,0.020461,0.260439,False,p_neg_100,2.000105,True,False,
objective-polarized-90028,polarized,90028,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_pos_100"", ""p_000"", ""p_pos_150"", ""p_neg_050"", ""p_neg_100"", ""p_neg_150"", ""p_pos_050""]",0.260439,2.000105,True,True,False,p_neg_100,2.000105,0.260439,True,p_neg_050,1.50014,True,False,
objective-polarized-90029,polarized,90029,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_pos_150"", ""p_pos_050"", ""p_neg_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_100"", ""p_000""]",0.273356,0.044716,False,True,False,p_neg_100,0.044716,0.273356,False,p_neg_100,0.044716,True,False,
objective-polarized-90029,polarized,90029,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_pos_150"", ""p_pos_050"", ""p_neg_100"", ""p_neg_150"", ""p_neg_050"", ""p_pos_100"", ""p_000""]",0.273356,2.0005,True,True,False,p_pos_100,2.0005,0.273356,True,p_neg_100,0.044716,True,True,
objective-polarized-90030,polarized,90030,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_neg_100"", ""p_neg_150"", ""p_pos_050"", ""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_000""]",0.285025,0.065747,False,True,False,p_pos_100,0.065747,0.285025,False,p_pos_100,0.065747,True,False,
objective-polarized-90030,polarized,90030,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_neg_100,p_pos_100,"[""p_neg_100"", ""p_neg_150"", ""p_pos_050"", ""p_pos_150"", ""p_pos_100"", ""p_neg_050"", ""p_000""]",0.285025,2.00108,True,True,False,p_neg_100,2.00108,0.285025,True,p_pos_100,0.065747,True,True,
objective-polarized-90031,polarized,90031,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_neg_150"", ""p_neg_100"", ""p_pos_150"", ""p_000"", ""p_pos_100"", ""p_neg_050"", ""p_pos_050""]",0.273816,0.04556,False,True,False,p_neg_100,0.04556,0.273816,False,p_pos_100,2.000519,True,False,
objective-polarized-90031,polarized,90031,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_pos_100,p_neg_100,"[""p_neg_150"", ""p_neg_100"", ""p_pos_150"", ""p_000"", ""p_pos_100"", ""p_neg_050"", ""p_pos_050""]",0.273816,2.000519,True,True,False,p_pos_100,2.000519,0.273816,True,p_neg_100,0.04556,True,True,
objective-fragmented-90000,fragmented,90000,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_pos_150"", ""p_neg_050"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150"", ""p_000"", ""p_neg_100""]",0.284663,0.065105,False,True,False,p_neg_100,0.065105,0.284663,False,p_neg_100,0.065105,True,False,
objective-fragmented-90000,fragmented,90000,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_000,p_neg_100,"[""p_pos_150"", ""p_neg_050"", ""p_pos_100"", ""p_pos_050"", ""p_neg_150"", ""p_000"", ""p_neg_100""]",0.284663,1.002117,True,True,False,p_000,1.002117,0.284663,True,p_neg_100,0.065105,True,True,
objective-fragmented-90001,fragmented,90001,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_pos_150"", ""p_pos_050"", ""p_neg_150"", ""p_000"", ""p_neg_050"", ""p_pos_100"", ""p_neg_100""]",0.302423,0.09576,False,True,False,p_pos_100,0.09576,0.302423,False,p_pos_100,0.09576,True,False,
objective-fragmented-90001,fragmented,90001,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_000,p_pos_100,"[""p_pos_150"", ""p_pos_050"", ""p_neg_150"", ""p_000"", ""p_neg_050"", ""p_pos_100"", ""p_neg_100""]",0.302423,1.004575,True,True,False,p_000,1.004575,0.302423,True,p_pos_100,0.09576,True,True,
objective-fragmented-90002,fragmented,90002,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_000"", ""p_pos_050"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050"", ""p_neg_150"", ""p_pos_100""]",0.286303,0.068002,False,True,False,p_pos_100,0.068002,0.286303,False,p_pos_100,0.068002,True,False,
objective-fragmented-90002,fragmented,90002,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_000,p_pos_100,"[""p_000"", ""p_pos_050"", ""p_neg_100"", ""p_pos_150"", ""p_neg_050"", ""p_neg_150"", ""p_pos_100""]",0.286303,1.002309,True,True,False,p_000,1.002309,0.286303,True,p_pos_100,0.068002,True,True,
objective-fragmented-90003,fragmented,90003,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_neg_150"", ""p_pos_150"", ""p_000"", ""p_neg_100"", ""p_pos_100"", ""p_pos_050"", ""p_neg_050""]",0.255182,0.010259,False,True,False,p_neg_100,0.010259,0.255182,False,p_neg_100,0.010259,True,False,
objective-fragmented-90003,fragmented,90003,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_000,p_neg_100,"[""p_neg_150"", ""p_pos_150"", ""p_000"", ""p_neg_100"", ""p_pos_100"", ""p_pos_050"", ""p_neg_050""]",0.255182,1.000053,True,True,False,p_000,1.000053,0.255182,True,p_neg_100,0.010259,True,True,
objective-fragmented-90004,fragmented,90004,mlx-community/Qwen3-8B-4bit,oracle_correct,p_pos_100,p_pos_100,"[""p_000"", ""p_neg_050"", ""p_neg_100"", ""p_neg_150"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050""]",0.270976,0.040328,False,True,False,p_pos_100,0.040328,0.270976,False,p_pos_100,0.040328,True,False,
objective-fragmented-90004,fragmented,90004,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,p_000,p_pos_100,"[""p_000"", ""p_neg_050"", ""p_neg_100"", ""p_neg_150"", ""p_pos_150"", ""p_pos_100"", ""p_pos_050""]",0.270976,1.000813,True,True,False,p_000,1.000813,0.270976,True,p_pos_100,0.040328,True,True,
objective-fragmented-90005,fragmented,90005,mlx-community/Qwen3-8B-4bit,oracle_correct,p_neg_100,p_neg_100,"[""p_pos_050"", ""p_neg_100"", ""p_neg_150"", ""p_neg_050"", ""p_000"", ""p_pos_150"", ""p_pos_100""]",0.251271,0.002537,False,True,False,p_neg_100,0.002537,0.251271,False,p_neg_100,0.002537,True,False,
