task_id,scenario,seed,model,proposal_state,institution,final_choice,protected_oracle_choice,constraint_followed,protected_oracle_match,proposal_overridden
objective-polarized-90007,polarized,90007,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_neg_100,p_neg_100,True,True,False
objective-polarized-90007,polarized,90007,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_neg_100,p_neg_100,True,True,False
objective-polarized-90007,polarized,90007,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_neg_100,p_neg_100,True,True,False
objective-polarized-90007,polarized,90007,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_neg_100,p_neg_100,True,True,False
objective-polarized-90007,polarized,90007,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_pos_100,p_neg_100,False,False,False
objective-polarized-90007,polarized,90007,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_neg_100,p_neg_100,True,True,True
objective-polarized-90007,polarized,90007,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_neg_100,p_neg_100,True,True,True
objective-polarized-90007,polarized,90007,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_neg_100,p_neg_100,True,True,True
objective-polarized-90008,polarized,90008,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_pos_100,p_pos_100,True,True,False
objective-polarized-90008,polarized,90008,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_neg_100,p_pos_100,False,False,True
objective-polarized-90008,polarized,90008,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_pos_100,p_pos_100,True,True,False
objective-polarized-90008,polarized,90008,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_pos_100,p_pos_100,True,True,False
objective-polarized-90008,polarized,90008,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_neg_100,p_pos_100,False,False,False
objective-polarized-90008,polarized,90008,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_pos_100,p_pos_100,True,True,True
objective-polarized-90008,polarized,90008,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_pos_100,p_pos_100,True,True,True
objective-polarized-90008,polarized,90008,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_pos_100,p_pos_100,True,True,True
objective-polarized-90009,polarized,90009,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_neg_100,p_neg_100,True,True,False
objective-polarized-90009,polarized,90009,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_neg_100,p_neg_100,True,True,False
objective-polarized-90009,polarized,90009,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_neg_100,p_neg_100,True,True,False
objective-polarized-90009,polarized,90009,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_neg_100,p_neg_100,True,True,False
objective-polarized-90009,polarized,90009,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_pos_100,p_neg_100,False,False,False
objective-polarized-90009,polarized,90009,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_neg_100,p_neg_100,True,True,True
objective-polarized-90009,polarized,90009,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_neg_100,p_neg_100,True,True,True
objective-polarized-90009,polarized,90009,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_neg_100,p_neg_100,True,True,True
objective-polarized-90010,polarized,90010,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_pos_100,p_pos_100,True,True,False
objective-polarized-90010,polarized,90010,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_pos_100,p_pos_100,True,True,False
objective-polarized-90010,polarized,90010,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_pos_100,p_pos_100,True,True,False
objective-polarized-90010,polarized,90010,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_pos_100,p_pos_100,True,True,False
objective-polarized-90010,polarized,90010,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_neg_100,p_pos_100,False,False,False
objective-polarized-90010,polarized,90010,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_pos_100,p_pos_100,True,True,True
objective-polarized-90010,polarized,90010,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_pos_100,p_pos_100,True,True,True
objective-polarized-90010,polarized,90010,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_pos_100,p_pos_100,True,True,True
objective-polarized-90011,polarized,90011,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_neg_100,p_neg_100,True,True,False
objective-polarized-90011,polarized,90011,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_neg_100,p_neg_100,True,True,False
objective-polarized-90011,polarized,90011,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_neg_100,p_neg_100,True,True,False
objective-polarized-90011,polarized,90011,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_neg_100,p_neg_100,True,True,False
objective-polarized-90011,polarized,90011,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_pos_100,p_neg_100,False,False,False
objective-polarized-90011,polarized,90011,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_neg_100,p_neg_100,True,True,True
objective-polarized-90011,polarized,90011,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_neg_100,p_neg_100,True,True,True
objective-polarized-90011,polarized,90011,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_neg_100,p_neg_100,True,True,True
objective-polarized-90012,polarized,90012,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_pos_100,p_pos_100,True,True,False
objective-polarized-90012,polarized,90012,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_pos_100,p_pos_100,True,True,False
objective-polarized-90012,polarized,90012,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_pos_100,p_pos_100,True,True,False
objective-polarized-90012,polarized,90012,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_pos_100,p_pos_100,True,True,False
objective-polarized-90012,polarized,90012,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_neg_100,p_pos_100,False,False,False
objective-polarized-90012,polarized,90012,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_pos_100,p_pos_100,True,True,True
objective-polarized-90012,polarized,90012,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_pos_100,p_pos_100,True,True,True
objective-polarized-90012,polarized,90012,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_pos_100,p_pos_100,True,True,True
objective-polarized-90013,polarized,90013,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_neg_100,p_neg_100,True,True,False
objective-polarized-90013,polarized,90013,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_neg_100,p_neg_100,True,True,False
objective-polarized-90013,polarized,90013,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_neg_100,p_neg_100,True,True,False
objective-polarized-90013,polarized,90013,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_neg_100,p_neg_100,True,True,False
objective-polarized-90013,polarized,90013,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_pos_100,p_neg_100,False,False,False
objective-polarized-90013,polarized,90013,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_neg_100,p_neg_100,True,True,True
objective-polarized-90013,polarized,90013,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_neg_100,p_neg_100,True,True,True
objective-polarized-90013,polarized,90013,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_neg_100,p_neg_100,True,True,True
objective-polarized-90014,polarized,90014,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_pos_100,p_pos_100,True,True,False
objective-polarized-90014,polarized,90014,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_pos_100,p_pos_100,True,True,False
objective-polarized-90014,polarized,90014,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_pos_100,p_pos_100,True,True,False
objective-polarized-90014,polarized,90014,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_pos_100,p_pos_100,True,True,False
objective-polarized-90014,polarized,90014,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_neg_100,p_pos_100,False,False,False
objective-polarized-90014,polarized,90014,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_pos_100,p_pos_100,True,True,True
objective-polarized-90014,polarized,90014,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_pos_100,p_pos_100,True,True,True
objective-polarized-90014,polarized,90014,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_pos_100,p_pos_100,True,True,True
objective-polarized-90015,polarized,90015,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_neg_100,p_neg_100,True,True,False
objective-polarized-90015,polarized,90015,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_neg_100,p_neg_100,True,True,False
objective-polarized-90015,polarized,90015,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_neg_100,p_neg_100,True,True,False
objective-polarized-90015,polarized,90015,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_neg_100,p_neg_100,True,True,False
objective-polarized-90015,polarized,90015,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_pos_100,p_neg_100,False,False,False
objective-polarized-90015,polarized,90015,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_neg_150,p_neg_100,False,False,True
objective-polarized-90015,polarized,90015,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_pos_100,p_neg_100,False,False,False
objective-polarized-90015,polarized,90015,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_neg_100,p_neg_100,True,True,True
objective-polarized-90016,polarized,90016,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_pos_100,p_pos_100,True,True,False
objective-polarized-90016,polarized,90016,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_pos_100,p_pos_100,True,True,False
objective-polarized-90016,polarized,90016,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_pos_100,p_pos_100,True,True,False
objective-polarized-90016,polarized,90016,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_pos_100,p_pos_100,True,True,False
objective-polarized-90016,polarized,90016,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_neg_100,p_pos_100,False,False,False
objective-polarized-90016,polarized,90016,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_pos_100,p_pos_100,True,True,True
objective-polarized-90016,polarized,90016,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_pos_100,p_pos_100,True,True,True
objective-polarized-90016,polarized,90016,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_pos_100,p_pos_100,True,True,True
objective-polarized-90017,polarized,90017,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_neg_100,p_neg_100,True,True,False
objective-polarized-90017,polarized,90017,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_neg_100,p_neg_100,True,True,False
objective-polarized-90017,polarized,90017,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_neg_100,p_neg_100,True,True,False
objective-polarized-90017,polarized,90017,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_neg_100,p_neg_100,True,True,False
objective-polarized-90017,polarized,90017,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_pos_100,p_neg_100,False,False,False
objective-polarized-90017,polarized,90017,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_neg_100,p_neg_100,True,True,True
objective-polarized-90017,polarized,90017,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_neg_100,p_neg_100,True,True,True
objective-polarized-90017,polarized,90017,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_neg_100,p_neg_100,True,True,True
objective-polarized-90018,polarized,90018,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_pos_100,p_pos_100,True,True,False
objective-polarized-90018,polarized,90018,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_pos_100,p_pos_100,True,True,False
objective-polarized-90018,polarized,90018,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_pos_100,p_pos_100,True,True,False
objective-polarized-90018,polarized,90018,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_pos_100,p_pos_100,True,True,False
objective-polarized-90018,polarized,90018,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_neg_100,p_pos_100,False,False,False
objective-polarized-90018,polarized,90018,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_pos_100,p_pos_100,True,True,True
objective-polarized-90018,polarized,90018,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_pos_100,p_pos_100,True,True,True
objective-polarized-90018,polarized,90018,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_pos_100,p_pos_100,True,True,True
objective-polarized-90019,polarized,90019,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_neg_100,p_neg_100,True,True,False
objective-polarized-90019,polarized,90019,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_neg_100,p_neg_100,True,True,False
objective-polarized-90019,polarized,90019,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_neg_100,p_neg_100,True,True,False
objective-polarized-90019,polarized,90019,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_neg_100,p_neg_100,True,True,False
objective-polarized-90019,polarized,90019,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_pos_100,p_neg_100,False,False,False
objective-polarized-90019,polarized,90019,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_neg_100,p_neg_100,True,True,True
objective-polarized-90019,polarized,90019,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_neg_100,p_neg_100,True,True,True
objective-polarized-90019,polarized,90019,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_neg_100,p_neg_100,True,True,True
objective-polarized-90020,polarized,90020,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_pos_100,p_pos_100,True,True,False
objective-polarized-90020,polarized,90020,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_pos_100,p_pos_100,True,True,False
objective-polarized-90020,polarized,90020,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_pos_100,p_pos_100,True,True,False
objective-polarized-90020,polarized,90020,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_pos_100,p_pos_100,True,True,False
objective-polarized-90020,polarized,90020,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_neg_100,p_pos_100,False,False,False
objective-polarized-90020,polarized,90020,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_pos_100,p_pos_100,True,True,True
objective-polarized-90020,polarized,90020,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_pos_100,p_pos_100,True,True,True
objective-polarized-90020,polarized,90020,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_pos_100,p_pos_100,True,True,True
objective-polarized-90021,polarized,90021,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_neg_100,p_neg_100,True,True,False
objective-polarized-90021,polarized,90021,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_neg_100,p_neg_100,True,True,False
objective-polarized-90021,polarized,90021,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_neg_100,p_neg_100,True,True,False
objective-polarized-90021,polarized,90021,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_neg_100,p_neg_100,True,True,False
objective-polarized-90021,polarized,90021,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_pos_100,p_neg_100,False,False,False
objective-polarized-90021,polarized,90021,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_neg_100,p_neg_100,True,True,True
objective-polarized-90021,polarized,90021,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_neg_100,p_neg_100,True,True,True
objective-polarized-90021,polarized,90021,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_neg_100,p_neg_100,True,True,True
objective-polarized-90022,polarized,90022,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_pos_100,p_pos_100,True,True,False
objective-polarized-90022,polarized,90022,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_pos_100,p_pos_100,True,True,False
objective-polarized-90022,polarized,90022,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_pos_100,p_pos_100,True,True,False
objective-polarized-90022,polarized,90022,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_pos_100,p_pos_100,True,True,False
objective-polarized-90022,polarized,90022,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_neg_100,p_pos_100,False,False,False
objective-polarized-90022,polarized,90022,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_pos_100,p_pos_100,True,True,True
objective-polarized-90022,polarized,90022,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_pos_100,p_pos_100,True,True,True
objective-polarized-90022,polarized,90022,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_pos_100,p_pos_100,True,True,True
objective-polarized-90023,polarized,90023,mlx-community/Qwen3-8B-4bit,oracle_correct,no_review,p_neg_100,p_neg_100,True,True,False
objective-polarized-90023,polarized,90023,mlx-community/Qwen3-8B-4bit,oracle_correct,broad_override,p_neg_100,p_neg_100,True,True,False
objective-polarized-90023,polarized,90023,mlx-community/Qwen3-8B-4bit,oracle_correct,certificate_gate,p_neg_100,p_neg_100,True,True,False
objective-polarized-90023,polarized,90023,mlx-community/Qwen3-8B-4bit,oracle_correct,mechanical_enforcement,p_neg_100,p_neg_100,True,True,False
objective-polarized-90023,polarized,90023,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,no_review,p_pos_100,p_neg_100,False,False,False
objective-polarized-90023,polarized,90023,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,broad_override,p_neg_100,p_neg_100,True,True,True
objective-polarized-90023,polarized,90023,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,certificate_gate,p_neg_100,p_neg_100,True,True,True
objective-polarized-90023,polarized,90023,mlx-community/Qwen3-8B-4bit,aggregate_pressure_violation,mechanical_enforcement,p_neg_100,p_neg_100,True,True,True
